chp_number,harav_levin_name,category,biz_type
560020661,סופרסטאר הולידייז לימיטד,טיסות,
,סוקר גרביים ואביזרי שיער (גלובינסקי שרה לאה),חנות,
514723089,"סורו השקעות ויזמות נדלן בע""מ","נדל""ן ובינוי",
,סט - איינפלד רעיה,מצעים ומגבות,
,סטודיו היבש - נתנאל היבש,יעוץ עסקי,
,סטודיו נובל,חנות גרפיקה,
1863501,סטרוברי פילדס ריט,"נדל""ן ובינוי",
514341080,"סי אף אקס מרקט בע""מ",השקעה ואחזקות,
512333154,"סי.פי.אל. פיננסים בע""מ",פיננסים,
515050615,"סיגמא סיטי ניהול בע""מ",השקעה ואחזקות,
515096956,"סיון אינוביישן בע""מ",תוכנות,
513318097,"סיטי את שלר בע""מ",,
513349969,"סיטי את שלר נדל""ן בע""מ","נדל""ן ובינוי",
514765239,"סילבר א.צ ניהול (2012) בע""מ",,
514034628,"סילבר המרות בע""מ",,
,סינק,כיורים,
,סלולר כשר - ישראל אוחיון,תקשורת,
,סלון פאות גולדמן בריינדי,פאות,
,סלטי פריינד - פריינד דוד,סלטים,
513992529,"סלע קפיטל נדל""ן בע""מ","נדל""ן ובינוי",
540330651,סלקום אנרג'י (2023),חשמל,
511930125,"סלקום ישראל בע""מ",תקשורת,
513955831,"סמימי גולן החזקות בע""מ",,
,סמינר הרב כהנא,סמינר,
580668986,"סמינר יהלום (ע""ר)",סמינר,
,סנטר ליין,טמבור,
514342708,"סנטראל יורופיאן אסטייטס ניהול ישראל בע""מ","נדל""ן ובינוי",
516881265,"ספיר פקדונות בע""מ",פקדונות בבנקים,
423293158,ספירה,,
500209242,ספירה אימוביליר,,
513465260,ספירה ואופק,,"חברה פרטית - בע""מ"
1838863,ספנסר אקוויטי גרופ,"נדל""ן ובינוי",
514599943,"ע.י. נופר אנרג'י בע""מ",חשמל,
515099018,"ע.ע. יסודות איתנים ייזום ובניה בע""מ","נדל""ן ובינוי",
515061141,"ע.ש. אבן ספיר ייזום וניהול פרויקטים בע""מ",,
520024985,"עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ",ביטוח,
,עולם הדיגיטל,תקשורת,
,עולם הטבע,,
,עוף טוב - הכל טוב,מכירת עופות,
580079978,"עזר מציון (ע""ר)",פעילות חסד,
,עטרה תשמישי קדושה,תשמישי קדושה,
,עטרת הקודש - אריאל אליהו,תשמישי קדושה,
,עיבוד שבבי - שוורץ איגור יצחק,מסחר ושרותים,
514272228,"עין אפק בע""מ",מים,
512821968,"עיניים המרכז הרפואי להסרת משקפיים בע""מ",רפואה,
515116192,"עלמא יסודות בע""מ",,
580304392,"עמותה לפיתוח שירותים חברתיים - ראש העין (ע""ר)",עירייה,
520017393,"עמידר, החברה הלאומית לשיכון בישראל בע""מ","נדל""ן ובינוי",
513201582,"עמרם אברהם חברה לבנין בע""מ","נדל""ן ובינוי",
,ענק הרהיטים,רהיטים,
500277009,עפולה - עירייה,עירייה,
514307677,"עץ השקד נדל""ן בע""מ","נדל""ן ובינוי",
580282424,"עצת אמת קרית ספר (ע""ר)",תלמוד תורה,
580247765,"עצת זקנים (ע""ר)",,
512943572,"עקיבא זוריבין יזום בניה והשקעות 2000 בע""מ",,
512621947,"ערך - מיסוי עירוני בע""מ",,
513220848,"ערך הלוואות כהלכה בע""מ","נדל""ן ובינוי",
513947473,"ערך פיננסים כהלכה בע""מ",פיננסים,
,ערכים של משחקים - פיזם אריה,,
,ערערא עיצוב פנים - ערערא זיסה מלכה,עיצוב פנים,
,עשר תעשר,צרכניה,
,פאות לאה דייטש,פאות,
515126696,"פאות מירי קופלוביץ בע""מ",פאות,
,פאות רבקי - זלוטניק רבקה בלה,פאות,
,פאות שושנה - פינסקי שושנה בילה,פאות,
513978635,"פאי סיאם בע""מ","נדל""ן ובינוי",
516807336,"פאי פיקדונות ומוצרים מובנים בע""מ",השקעות,
516815958,"פאי פיתוח מכשירים פיננסיים בע""מ",,
516901774,"פאי פלוס פיקדונות בע""מ","הנפקות אג""ח",
517149548,"פאי ריביות בע""מ","הנפקות אג""ח",
516864659,"פארו - פתרונות בחירום בע""מ",פתרונות לחירום,
,פוטנציאל - אספיס חיה דינה,לימודים,
520025057,"פולאר השקעות בע""מ",השקעה ואחזקות,
512157603,"פוקס - ויזל בע""מ",תעשיה,
,פוקס תקשורת,חנות פלאפונים,
510216054,פז חברת נפט,אנרגיה,
511929804,"פז מוביל בע""מ",גז,
510427453,"פז נכסי תעופה בע""מ",גז,
511891996,"פז שמנים וכימיקלים בע""מ",גז,
510521123,"פז שרותי תעופה בע""מ",גז,
511903338,"פזגז בע""מ",גז,
510520687,"פזקר בע""מ",גז,
,פטיפור - מרים וקסברגר,,
550222764,פטרוטקס,חיפושי נפט וגז,
,פידבק 100,חנות,
516353042,"פייבוקס בע""מ",בנקים,
540293503,פיינאפל אנטרופי,גידור,
,פיצה ביתית,חנות,
,פיצוחי נ. מזרחי,חנות,
,"פיתרון - בן חמו כפיר, דניאל אלימלך",הוצאת כספי פנסיה,
,פלא זול קווי מהדרין,תקשורת,
,פלא פלוס חנות לאלקטרוניקה,חנות,
33248324,פלאזה סנטרס אן.וי,"נדל""ן ובינוי",
511076572,"פלאפון תקשורת בע""מ",תקשורת,
514287192,"פלגי מוצקין בע""מ",מים,
513371666,פלוריסטם,תרופות,
560021594,פלוריסטם תרפיוטיקס,תרופות,
513509638,"פלטינום א.א. פיננסים בע""מ",אשראי,
,פלנטה הפקות,הפקות,
510905102,פלשת השקעות,השקעה ואחזקות,
520024910,"פמה חברה להשקעות ונכסים בע""מ",הלוואות לרכב,
513673970,"פנאקסיה מעבדות ישראל, הרודיום השקעות",השקעה ואחזקות,
511400723,"פנטהאוז - חב' לבנין והשקעות בע""מ","נדל""ן ובינוי",
515291581,פנינסולה אשראי מסחרי,אשראי,
513605196,"פנינסולה בע""מ",אשראי,
514148758,פסגות (פ.ב.ל),ביטוח,
513767079,"פסגות בית השקעות בע""מ",פיננסים,
513765396,"פסגות ניירות ערך בע""מ",בנקים,
513865626,"פסגות קרנות מדדים בע""מ",קרן סל כשרה,
513765339,פסגות קרנות נאמנות,פיננסים,
512894510,"פסגות תעודות סל בע""מ",פיננסים,
513952457,"פסגות תעודות סל מדדים בע""מ",פיננסים,
1900288,פסיפיק אוק אסאואר הולדינגס,"נדל""ן ובינוי",
511863805,"פסיפיק רכב ותחבורה בע""מ",רכב - ליסינג,
,פעמי סנטר,חנות,
511039406,"פרוגרמה מערכות לוגיסטיות בע""מ",תוכנות,
516124088,"פרווליו (2019) השקעות בע""מ",אשראי,
520040650,"פרופיט תעשיות בניה בע""מ","נדל""ן ובינוי",
515998417,"פריאל קפיטל בע""מ",הלוואות,
520037797,"פריורטק בע""מ",מוליכים למחצה,
513495051,"פריוריטי ניהול נכסים בע""מ",ניהול השקעות,
514902147,"פריים אנרג'י פי. אי בע""מ",חשמל,
,פריים משכנתאות,משכנתאות,
511221699,"פריים-ליס ניהול ציי רכב בע""מ",רכב - ליסינג,
,פרימה - רובינפלד מרים,מכירות,
510897457,"פרימיום אקספרס בע""מ",,
513817817,"פרשקובסקי השקעות ובניין בע""מ","נדל""ן ובינוי",
512607888,"פתאל החזקות (1998) בע""מ","נדל""ן ובינוי",
515328250,"פתאל נכסים (אירופה) בע""מ","נדל""ן ובינוי",
1946194,צ'וזן נכסים,"נדל""ן ובינוי",
,צ'יינג' הדר,צ'יינג',
512531203,"צ.מ.ח המרמן בע""מ","נדל""ן ובינוי",
511256711,"צבי כהן אקולוגיה בע""מ",פינוי פסולת בנין,
512552043,"צבי כהן חולון ירוקה בע""מ",פינוי פסולת בנין,
514575075,"צבי כהן נדל""ן בע""מ","נדל""ן ובינוי",
,צבעוני,ציורים,
520025586,"צור שמיר אחזקות בע""מ",השקעה ואחזקות,
,צילומינציה,חנות,
550210306,צמנטכל סולל בונה,"נדל""ן ובינוי",
512834896,"צמרת מימונים בע""מ",,
,צפת,עירייה,
580670321,"צרכי הרבים - רצופות (ע""ר)","גמ""ח",
,צרכניית אחיעזר - וינשטיין אברהם,צרכניה,
,צרכנית ברכת השדה - פרנקנטל יהודה,צרכניה,
513516161,"ק.ס.ם ג'מבו בע""מ",פיננסים,
513943019,"ק.ס.ם תעודות סל אחזקות בע""מ",השקעה ואחזקות,
511945339,"קארדקום בע""מ",אשראי,
515729077,"קארדקום סליקה בע""מ",אשראי,
513432765,"קבוצת אורון אחזקות והשקעות בע""מ","נדל""ן ובינוי",
516423746,"קבוצת אחדות אדר בע""מ",,
511996803,"קבוצת אקרו בע""מ","נדל""ן ובינוי",
510381601,"קבוצת אשטרום בע""מ","נדל""ן ובינוי",
520037250,"קבוצת ברן בע""מ",שרותים,
513609131,"קבוצת גבאי- בניה, יזום, ניהול ואחזקות נדל""ן בע""מ","נדל""ן ובינוי",
515364891,"קבוצת דוראל משאבי אנרגיה מתחדשת בע""מ",חשמל,
520044322,"קבוצת דלק בע""מ",דלק,
516195591,"קבוצת הכרמל 52 בע""מ","נדל""ן ובינוי",
513605519,קבוצת חנן מור - אחזקות,"נדל""ן ובינוי",
514625094,"קבוצת יובלים השקעות בע""מ","נדל""ן ובינוי",
511405482,"קבוצת מזרחי ובניו השקעות בע""מ","נדל""ן ובינוי",
514444660,"קבוצת מיי טאון בע""מ","נדל""ן ובינוי",
513634535,"קבוצת מכבי אחזקות בע""מ",רפואה,
513904367,"קבוצת נאוסיטי להשקעות והחזקות בע""מ","נדל""ן ובינוי",
520039389,"קבוצת נץ בע""מ","נדל""ן ובינוי",
510960719,"קבוצת עזריאלי בע""מ","נדל""ן ובינוי",
520039660,"קבוצת עמוס לוזון יזמות ואנרגיה בע""מ","נדל""ן ובינוי",
520041161,"קבוצת פלסטו-קרגל בע""מ",תעשיה כימיה גומי ופלסטיק,
520033713,"קבוצת פנינסולה בע""מ",אשראי,
1886279,קבוצת קליין אינטרנשיונל,"נדל""ן ובינוי",
515289965,"קדמא 907 בע""מ","נדל""ן ובינוי",
515820355,"קדמא בית אל בע""מ","נדל""ן ובינוי",
515641934,"קדמא נדל""ן בע""מ","נדל""ן ובינוי",
515453074,"קדמת גונן - אפריקה התחדשות בע""מ","נדל""ן ובינוי",
516613031,"קדמת היובל התחדשות בע""מ","נדל""ן ובינוי",
580417822,"קהילה תורנית בית מאיר (ע""ר)",קהילה,
580682896,"קהילת שאגת אריה מודיעין עילית (ע""ר)",קהילה,
,קו ירוק - נעמה גרינבוים,מסחר ושרותים,
,קולמוס,חנות,
1865427,קופרליין אמריקאס,"נדל""ן ובינוי",
580510113,"קופת העיר נתיבות - שמחת חיים (ע""ר)",צדקה,
,קופת תגמולים לעובדי אל-על נתיבי אויר לישראל אגודה שיתופית,קופות גמל,
570005959,קופת תגמולים של עובדי עירית חיפה אגודה שיתופית,קופות גמל,
1920997,קורנרסטון פרופרטייס,"נדל""ן ובינוי",
513136333,"קי.בי.איי.אס בע""מ",תוכנות,
,קיטרינג על שם דניאל פחימה,קייטרינג,
516234739,"קייטרינג מגדים (ב.מ.מ) בע""מ",קייטרינג,
515983476,"קיסטון אינפרא בע""מ",שונות,
,קלאסי שוז - טוכובר ניחמה,נעלים,
511083396,"קליר כימיקלים - יצור ושווק בע""מ",מסחר ושרותים,
2100460,קלקן קפיטל,"נדל""ן ובינוי",
520041286,"קנדה גלובל (ט.ר) בע""מ","נדל""ן ובינוי",
513509521,"קסם דולר בע""מ",פיננסים,
510938608,"קסם קרנות נאמנות בע""מ",פיננסים,
,קסם של עיצוב,,
513502211,"קסם תעודות סל ומוצרי מדדים בע""מ",פיננסים,
515186765,"קרגו פייננס בע""מ",הלוואות,
516491776,"קרדיט 360 בע""מ",אשראי,
515251494,"קרדיטו בע""מ",אשראי,
516148350,"קרדיטו גישור בע""מ",אשראי,
516804499,"קרדיטו הנפקות בע""מ","הנפקות אג""ח",
516182524,"קרדיטו מכשיר ייעודי למימון 2 בע""מ",אשראי,
516228970,"קרדיטו מכשיר ייעודי למימון 3 בע""מ",אשראי,
516176344,"קרדיטו מכשיר יעודי למימון בע""מ",אשראי,
516237963,"קרדיטו משכנתאות בע""מ",אשראי,
516191012,"קרדיטו ניהול שותפויות בע""מ",אשראי,
NV1239114,קרדן אן. וי.,השקעה ואחזקות,
520033457,"קרדן ישראל בע""מ",השקעה ואחזקות,
520041005,"קרדן נדל""ן יזום ופיתוח בע""מ","נדל""ן ובינוי",
500210349,קרית מלאכי,עיריה,
511416042,"קרית ספר (דיור מודיעין) בע""מ","נדל""ן ובינוי",
513010033,"קרית ספר - יזמות ובניה 2000 בע""מ","נדל""ן ובינוי",
,קרן אפקסוס,"נדל""ן ובינוי",
511033060,"קרן החיסכון לצבא הקבע - חברה לניהול קופות גמל בע""מ",ביטוח,
580070993,"קרן מכבי (ע""ר)",הלוואות ושירותים,
515117026,"קרן מפרש פתרונות מימון בע""מ",הלוואות,
570009852,קרן מקפת מרכז לפנסיה ותגמולים אגודה שיתופית על שם קופה מרכזית לתגמולים ופנסיה לפקיד,ביטוח,
516002425,"קרן קמינו בע""מ",אשראי,
540305919,קרן ריאליטי מימון,"נדל""ן ובינוי",
520027251,"קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ",קרן השתלמות,
520028390,"קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",קרן השתלמות,
580233211,"קרנות קורת ישראל - עמותה לפיתוח כלכלי (ע""ר)",הלוואות,
,קשר כשר,חנות סלולר,
513955971,"ר. אמיתי אחזקות בע""מ",,
520038183,"ראלקו סוכנויות בע""מ",מסחר ושרותים,
500226402,ראש העין - עירייה,עירייה,
500283007,ראשון לציון - עירייה,עירייה,
,רב אריח קרמיקה וריצוף,קרמיקה,
514160530,"רב בריח (08) תעשיות בע""מ",מנעולים,
520040148,"רבד בע""מ","נדל""ן ובינוי",
513765859,"רבוע כחול נדל""ן בע""מ","נדל""ן ובינוי",
513506329,"רבל אי.סי.אס. בע""מ",תעשיה כימיה גומי ופלסטיק,
,רהיטופ - ויזל חיה רבקה,רהיטים,
,רהיטי טרבלסי בחשמונאים,רהיטים,
,רהיטי מרקוס RM -מרקוס שמואל,רהיטים,
,"רהיטי רשב""י",רהיטים,
512024043,"רובוטרום מגורים בע""מ","נדל""ן ובינוי",
510844913,"רוטקס (1980) בע""מ",תעשיה,
520039959,"רוטשטיין נדל""ן בע""מ","נדל""ן ובינוי",
512287517,"רותם שני יזמות והשקעות בע""מ","נדל""ן ובינוי",
514768662,רותם שני-מנרב עיסקה משותפת,"נדל""ן ובינוי",
,ריאליה INVESTMENTS,"נדל""ן ובינוי",
,ריאליה MANAGEMENTS,"נדל""ן ובינוי",
,ריאליה USA,"נדל""ן ובינוי",
515539302,"ריאליה השקעות בע""מ","נדל""ן ובינוי",
516117181,"ריט אזורים - ה.פ ליווינג בע""מ","נדל""ן ובינוי",
515434082,"ריט אינדקס ניהול בע""מ","נדל""ן ובינוי",
,רייך הלבשה אישית,הלבשה,
515319648,"רייסדור בנייה בע""מ","נדל""ן ובינוי",
513708248,"רייסדור יזמות בע""מ","נדל""ן ובינוי",
514035765,"רייצ'יפ וריפיקיישן בע""מ",העסקה,
1849766,רילייטד פורטפוליו מסחרי,"נדל""ן ובינוי",
512467994,"רימון שירותי ייעוץ וניהול בע""מ",אנרגיה ומים,
,רימייק - כהן יעקב משה,מסחר ושרותים,
,ריצופים,חנות,
500209226,רכסים - מועצה מקומית,מועצה מקומית,
512947185,"רם אדרת הנדסה אזרחית בע""מ","נדל""ן ובינוי",
514328004,"רמות בעיר בע""מ","נדל""ן ובינוי",
,רמזור,חנות צעצועים,
514473628,"רמי לוי שיווק השקמה תקשורת בע""מ",תקשורת,
514560515,"רמי צרפתי חברה לבניה בע""מ","נדל""ן ובינוי",
516581741,"רנט איט - ריט מגורים בע""מ","נדל""ן ובינוי",
514353671,"רני צים מרכזי קניות בע""מ",מזון,
,רעות חברה לניהול קופות גמל,קופות גמל,
500226501,רעננה - עירייה,עירייה,
520029505,"רפק תקשורת ותשתיות בע""מ",שרותים,
515060044,רציו חיפושי נפט,נפט,
520042003,"רקח תעשיה פרמצבטית בע""מ",פארמה,
513770669,"רשת חנויות רמי לוי שיווק השיקמה 2006 בע""מ",מזון,
516613247,"ש יעקבוביץ בע""מ",,
514343227,"ש. גולובנציץ, משרד עורכי דין","משרד עו""ד",
513204669,"ש. לירז חברה לבניין בע""מ","נדל""ן ובינוי",
513879189,"ש. שלמה חברה לביטוח בע""מ",ביטוח,
512303991,"ש.א.מ. מרכז הגז בע""מ",גז,
514957687,"ש.ב.א. מזון (2013) בע""מ",מאפיה,
512638685,"ש.ח.פ- שירותים חשבונאים פיננסים בע""מ",קורסים,
515280386,"ש.י נאמן סנטר בע""מ",חנות,
513957472,"ש.י.ר. שלמה נדל""ן בע""מ","נדל""ן ובינוי",
511313215,"ש.ל.ה. שירותי רפואה בע""מ",רפואה,
,שהכל - עמי אלפי ודה האס יעקב,קיוסק,
512951518,"שובל הנדסה ובניין בע""מ","נדל""ן ובינוי",
510015951,"שומרה חב' לביטוח בע""מ",ביטוח,
520022732,"שופרסל בע""מ",מסחר ושרותים,
516889250,"שושנים כח אדם 2023 בע""מ",,
510284037,"שח""מ מקורות ביצוע בע""מ",מים,
515529295,"שחר העיר בע""מ",,
514062785,"שטירון השקעות בע""מ","נדל""ן ובינוי",
520003781,"שטראוס גרופ בע""מ",מוצרי מזון,
513910109,"שטרן גרופ בע""מ","נדל""ן ובינוי",
,שי טכנולוגיות,שירותי אינטרנט,
,שי-לי - גולדברג אביגיל,חנות,
580701365,"שיח אמונה (ע""ר)",,
515217461,"שיכון ובינוי - סולל בונה - תעשיות בע""מ","נדל""ן ובינוי",
512417411,"שיכון ובינוי - סולל בונה - תשתיות (פתוח וכבישים) בע""מ","נדל""ן ובינוי",
520022625,"שיכון ובינוי - סולל בונה תשתיות בע""מ","נדל""ן ובינוי",
520036104,"שיכון ובינוי בע""מ","נדל""ן ובינוי",
589906114,שירותי בריאות כללית,רפואה,
,שירינג - פיגנבוים שירה,שליחויות,
514911924,"שלום חי אסתר בע""מ",,
,שלום חי צ'יינג',צ'יינג',
516782398,"שלר טק בע""מ",,
516781960,"שלר מוסכים בע""מ",,
,שמפניה,,
514928399,שמש רכבים,רכב - ליסינג,
,שנהב דפוס וגרפיקה,דפוס,
513969410,"שניאורסיד בע""מ",מכירת זרעים,
520041732,"שניב תעשיות נייר בע""מ",תעשיה,
580549327,"שערי ישיבה (ע""ר)",קורסים,
516577194,"שפאן השקעות בע""מ",,
514892801,"שפיר הנדסה ותעשיה בע""מ",תעשיה מתכת ומוצרי בניה,
512544859,שפע - מועדון לקוחות מכבי לבריאות ואיכות חיים,רפואה,
520039835,"שפע הצלחה לוגיסטיקה (ב.פ.) בע""מ",השקעה ואחזקות,
,שקל ועוד,חנות,
510657554,"שרותי בורסה והשקעות בישראל - אי.בי.אי. - בע""מ",השקעה ואחזקות,
512236977,"שרותי מזון יואב בע""מ",קייטרינג,
510992845,"שתית בע""מ","נדל""ן ובינוי",
512588302,"ת. צורף בע""מ",חנות חשמל,
514444736,"תאגיד מעיינות הדרום בע""מ",מים,
514035856,תגר ושות' - חברת עורכי דין,מימוש זכויות,
520036732,תדיראן הולדינגס,מסחר ושרותים,
516338589,"תואם מימון בע""מ",אשראי,
516523479,"תורג'מן מניבים ואחזקות בע""מ","נדל""ן ובינוי",
511675670,"תי אף סי - תואם שילוח ועמילות מכס בע""מ",,
520008483,"תיא חברה להשקעות בע""מ",תקשורת,
513556688,תכלית מכשירים פיננסיים,פיננסים,
500250006,תל אביב - עירייה,עירייה,
514711480,"תל אביב סיטי טק 2012 בע""מ","נדל""ן ובינוי",
510663156,"תל בר תעשיות למוסדות בריאות בע""מ",רפואה,
515334662,"תמר פטרוליום בע""מ",חיפושי נפט וגז,
570000745,תנובה מרכז שיתופי לשיווק תוצרת חקלאית בישראל,מזון,
,תנופה - מושקוביץ יהודית,עיצוב גרפי,
511519829,"תנופורט (1990) בע""מ","נדל""ן ובינוי",
570025700,תעשיות מזון תנובה - אגודה שיתופית חקלאית בישראל,מזון,
570053512,תעשיות רהיטים לביא,רהיטים,
,תפארת - מאיר בן ציון,"מוצרי סת""ם",
